System,3wrobotNI
Controller,N_CTRL
dt,0.5
state_init,[-3.         -3.          1.57079633]
is_est_model,False
model_est_stage,1.0
model_est_period_multiplier,1
model_order,5
prob_noise_pow,False
Nactor,3
pred_step_size_multiplier,1.0
buffer_size,10
stage_obj_struct,quadratic
R1_diag,"[100, 10, 1, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,4
gamma,1.0
critic_period_multiplier,1.0
critic_struct,quad-nomix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],stage_obj,accum_obj,v [m/s],omega [rad/s]
187.977,-1.0006875780065139,0.999241210976102,-1.5682987466496587,1,0.5,0.22,0.3902351533959827
187.977,-1.0006875780065139,0.999241210976102,-1.5682987466496587,1,1.0,0.22,0.3902351533959827
188.027,-1.000687539126718,0.999241217682437,-1.5682981332647705,1,1.5,0.22,0.3902351533959827
188.077,-1.0006875199769036,0.9992412209855781,-1.568297831148783,1,2.0,0.22,0.3902351533959827
188.127,-1.000687481096847,0.9992412276919982,-1.5682972177596608,1,2.5,0.22,0.3902351533959827
188.177,-1.000687461946904,0.9992412309951814,-1.5682969156415878,1,3.0,0.22,0.3902351533959827
188.227,-1.0006828409683586,0.9974579129664631,-1.568248368791755,1,3.5,0.22,0.3902351533959827
188.277,-1.0006773767347679,0.9952832322442097,-1.5681917796689986,1,4.0,0.22,0.3902351533959827
188.327,-1.0006594258956765,0.9882795706767973,-1.568004195769949,1,4.5,0.22,0.3902351533959827
188.377,-1.000647164487463,0.9836320589501785,-1.5678744242070584,1,5.0,0.22,0.3902351533959827
188.427,-1.0006144594172799,0.97225439186588,-1.5675298295236206,1,5.5,0.22,0.3902351533959827
188.477,-1.0005925550644414,0.9660404600521935,-1.5674019541644348,1,6.0,0.22,0.4473960793136573
188.527,-1.0005388884128956,0.9533442793668319,-1.5662056604170176,1,6.5,0.22,0.4473960793136573
188.577,-1.0004996753194606,0.9470144330012027,-1.5626748589191817,1,7.0,0.22,0.4473960793136573
188.627,-1.0002886015585666,0.933401063411156,-1.544620775698286,1,7.5,0.22,0.4473960793136573
188.678,-1.000054388738234,0.9262896268582042,-1.5299663650372104,1,8.0,0.22,0.4473960793136573
188.727,-0.9992545920796875,0.9118441723133887,-1.4999489493336822,1,8.5,0.22,0.4473960793136573
188.777,-0.9987012489696336,0.9047376817880766,-1.4851630786156267,1,9.0,0.22,0.4473960793136573
188.827,-0.9972546383341541,0.8903351558909931,-1.455149146091533,1,9.5,0.22,0.4473960793136573
188.877,-0.9963835785984525,0.8832590505167687,-1.4403925256287013,1,10.0,0.22,0.4473960793136573
188.927,-0.9942977424814992,0.8689488278667133,-1.4106554480244071,1,10.5,0.22,0.4473960793136573
188.977,-0.993112889981918,0.861919430552541,-1.3959505168727515,1,11.0,0.22,0.29012651752682483
189.027,-0.9904276419875752,0.8478215002234654,-1.372026440550509,1,11.5,0.22,0.29012651752682483
189.077,-0.9890230697255231,0.8409561489836448,-1.3642046703488053,1,12.0,0.22,0.29012651752682483
189.127,-0.985924076564273,0.82689972255434,-1.3428388529414805,1,12.5,0.22,0.29012651752682483
189.177,-0.9842727487193503,0.8199249872282331,-1.3331785377220466,1,13.0,0.22,0.29012651752682483
189.227,-0.9807117148783879,0.8058045983701893,-1.3136407109644135,1,13.5,0.22,0.29012651752682483
189.277,-0.9788562610849582,0.7988747772908555,-1.304026009408764,1,14.0,0.22,0.29012651752682483
189.327,-0.9748876853706056,0.7848721589133834,-1.2847093978958295,1,14.5,0.22,0.29012651752682483
189.377,-0.9728333539957303,0.7780013141931773,-1.2751770632915607,1,15.0,0.22,0.29012651752682483
189.427,-0.9684599182625986,0.7641085162847049,-1.2558074809298554,1,15.5,0.22,0.29012651752682483
189.477,-0.9662065981358499,0.7572957642024593,-1.2462708018416961,1,16.0,0.22,0.1658337871408222
189.527,-0.9614367288656744,0.7435120390004216,-1.2304955013351857,1,16.5,0.22,0.1658337871408222
189.577,-0.9590122335334426,0.7367191394875261,-1.2250292832943321,1,17.0,0.22,0.1658337871408222
189.627,-0.953992948433768,0.7230264090642379,-1.2132284704278025,1,17.5,0.22,0.1658337871408222
189.677,-0.9514549141136247,0.7162883657329777,-1.2075987253564089,1,18.0,0.22,0.1658337871408222
189.727,-0.9461812240583596,0.7026357342710212,-1.1963931068368008,1,18.5,0.22,0.1658337871408222
189.777,-0.9435322249241199,0.6959445763182792,-1.1910732205580328,1,19.0,0.22,0.1658337871408222
189.827,-0.9380377403931892,0.6823862810781453,-1.1800563729732434,1,19.5,0.22,0.1658337871408222
189.877,-0.9352749600777803,0.6757272782197215,-1.174602412260123,1,20.0,0.22,0.1658337871408222
189.927,-0.9295527246827295,0.6622507242604059,-1.163537243413138,1,20.5,0.22,0.1658337871408222
189.977,-0.9266788314735486,0.6556346608649777,-1.158091422671064,1,21.0,0.22,0.16106289584520506
190.027,-0.920732370090189,0.6422469894938072,-1.1471883181851725,1,21.5,0.22,0.16106289584520506
190.077,-0.917750530846986,0.6356770401268927,-1.1418704606859948,1,22.0,0.22,0.16106289584520506
190.127,-0.9147367147044734,0.629130358631028,-1.1364532447759408,1,22.5,0.22,0.16106289584520506
190.177,-0.9085236425878633,0.6159343604114453,-1.1249482779539797,1,23.0,0.22,0.16106289584520506
190.227,-0.9021554044496541,0.6027846965919437,-1.1144565438221732,1,23.5,0.22,0.16106289584520506
190.277,-0.8989624912106147,0.5963211910557188,-1.1091316402073104,1,24.0,0.22,0.16106289584520506
190.327,-0.8923741108898324,0.5832499197276136,-1.0983540424276954,1,24.5,0.22,0.16106289584520506
190.377,-0.8890765878213323,0.5768364622216171,-1.093048984665488,1,25.0,0.22,0.16106289584520506
190.427,-0.8822754121767232,0.563865934477161,-1.0822863723028746,1,25.5,0.22,0.16106289584520506
190.477,-0.8788734470507653,0.5575027584546424,-1.0769894695530557,1,26.0,0.22,0.17547771403237422
190.527,-0.8718624496787819,0.5446417931131082,-1.0657374061248053,1,26.5,0.22,0.17547771403237422
190.577,-0.8683562804388547,0.5383401117138745,-1.0599379735479741,1,27.0,0.22,0.17547771403237422
190.627,-0.861152523380365,0.5256611408885731,-1.0476210232793308,1,27.5,0.22,0.17547771403237422
190.677,-0.8575548845405464,0.5194623631254776,-1.042151460918954,1,28.0,0.22,0.17547771403237422
190.727,-0.8501096823207305,0.506879365198698,-1.030431353800793,1,28.5,0.22,0.17547771403237422
190.777,-0.8463867819952965,0.5007115134664275,-1.0246356108400687,1,29.0,0.22,0.17547771403237422
190.827,-0.8387166845220587,0.48825270147567745,-1.0128743228121373,1,29.5,0.22,0.17547771403237422
190.877,-0.8348841712995692,0.4821480355236676,-1.0070848592506298,1,30.0,0.22,0.17547771403237422
190.927,-0.8269924751625752,0.46981902905884254,-0.995338050834776,1,30.5,0.22,0.17547771403237422
190.977,-0.8230513009125123,0.4637790271434158,-0.9895554860374266,1,31.0,0.22,0.18312374904261652
191.027,-0.8149421679996907,0.4515876407093319,-0.9775620264790935,1,31.5,0.22,0.18312374904261652
