System,3wrobotNI
Controller,N_CTRL
dt,0.5
state_init,[-3.         -3.          1.57079633]
is_est_model,False
model_est_stage,1.0
model_est_period_multiplier,1
model_order,5
prob_noise_pow,False
Nactor,3
pred_step_size_multiplier,1.0
buffer_size,10
stage_obj_struct,quadratic
R1_diag,"[100, 10, 1, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,4
gamma,1.0
critic_period_multiplier,1.0
critic_struct,quad-nomix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],stage_obj,accum_obj,v [m/s],omega [rad/s]
11.259,-1.0007894144484204,0.9992237372699826,-1.5699050876102048,1,0.5,0.22,1.5186826384372676
11.262,-1.0007894144484204,0.9992237372699826,-1.5699050876102048,1,1.0,0.22,1.5186826384372676
11.312,-1.0007893766001352,0.9992237437298248,-1.5699044907046573,1,1.5,0.22,1.5186826384372676
11.364,-1.0007893571024684,0.9992237470576435,-1.5699041832067981,1,2.0,0.22,1.5186826384372676
11.412,-1.0007877607809048,0.9974960200334967,-1.5699008068658937,1,2.5,0.22,1.5186826384372676
11.462,-1.000786991847257,0.9952858733056676,-1.5699158260139352,1,3.0,0.22,1.5186826384372676
11.512,-1.0007789061124122,0.9888893403386061,-1.5675370600773764,1,3.5,0.22,1.5186826384372676
11.562,-1.000759030857262,0.9852071091990801,-1.562902081301233,1,4.0,0.22,1.5186826384372676
11.612,-1.000669995792898,0.9780038603116691,-1.5531393732733074,1,4.5,0.22,1.5186826384372676
11.662,-1.0005863173205687,0.9740629982591092,-1.5448629191090473,1,5.0,0.22,1.5186826384372676
11.713,-1.0002445914398868,0.9654034791120364,-1.5145071189690869,1,5.5,0.22,1.5186826384372676
11.762,-0.9999023602589882,0.9603146157605371,-1.4899069755592098,1,6.0,0.22,1.4129799115746013
11.812,-0.9986927394264715,0.9493761179153579,-1.4265881043014375,1,6.5,0.22,1.4129799115746013
11.862,-0.9977271254002891,0.9434021413537155,-1.389932243014021,1,7.0,0.22,1.4129799115746013
11.912,-0.9953106233075999,0.931734741696558,-1.3196128078059757,1,7.5,0.22,1.4129799115746013
11.962,-0.9936198919034637,0.9256041709810191,-1.2807189032490243,1,8.0,0.22,1.4129799115746013
12.012,-0.9892908975239604,0.9130363544147662,-1.19277748320235,1,8.5,0.22,1.4129799115746013
12.062,-0.9865451106971728,0.9065489661024649,-1.1446848360200628,1,9.0,0.22,1.4129799115746013
12.112,-0.9803382115751595,0.8943633020508928,-1.0512965493958544,1,9.5,0.22,1.4129799115746013
12.162,-0.97670297779707,0.8883241337042245,-1.0031733011115151,1,10.0,0.22,1.4129799115746013
12.212,-0.9688526451053447,0.8771511076779662,-0.9101209826478883,1,10.5,0.22,1.4129799115746013
12.262,-0.9644073594327605,0.8716879886180797,-0.8621025859700628,1,11.0,0.22,0.26247664344921284
12.312,-0.9550826021196455,0.861716195698196,-0.7770342073583199,1,11.5,0.22,0.26247664344921284
