System,3wrobotNI
Controller,N_CTRL
dt,0.01
state_init,[-3.         -3.          1.57079633]
is_est_model,False
model_est_stage,1.0
model_est_period_multiplier,1
model_order,5
prob_noise_pow,False
Nactor,3
pred_step_size_multiplier,1.0
buffer_size,10
stage_obj_struct,quadratic
R1_diag,"[1, 10, 1, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,4
gamma,1.0
critic_period_multiplier,1.0
critic_struct,quad-nomix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],stage_obj,accum_obj,v [m/s],omega [rad/s]
1.556,-3.0030179204684897,-2.9969974884164365,-0.0009936884875965705,1,0.01,0.22,2.84
1.558,-3.0030179204684897,-2.9969974884164365,-0.0009936884875965705,1,0.02,0.22,2.84
1.608,-3.003017926852342,-2.996997450581562,-0.0009930919866706312,1,0.03,0.22,2.84
1.658,-3.003017930141014,-2.996997431090801,-0.0009927846972173546,1,0.04,0.22,2.84
1.708,-3.0030179365249485,-2.996997393255662,-0.0009921881920391439,1,0.05,0.22,2.84
1.758,-3.0030179398136636,-2.9969973737647657,-0.0009918809004012049,1,0.060000000000000005,0.22,2.84
1.808,-3.002418531629851,-2.996997791127704,0.013815051405124727,1,0.07,0.22,2.84
1.858,-3.0016549477817946,-2.9969842838476803,0.028013257814650784,1,0.08,0.22,2.84
1.908,-3.0000135016042355,-2.9969197535270826,0.05782747272122939,1,0.09,0.22,2.84
1.958,-2.9989180283581285,-2.9968496410077075,0.07673466762244235,1,0.09999999999999999,0.22,2.84
2.008,-2.995681249340549,-2.996527011533247,0.12924548072058828,1,0.10999999999999999,0.22,2.84
2.058,-2.9934234406976428,-2.9962026594661535,0.16481594368371288,1,0.11999999999999998,0.22,2.84
2.108,-2.9885453149610637,-2.9952175355834956,0.24159312285843093,1,0.12999999999999998,0.22,2.84
2.158,-2.98598629021098,-2.9945411402193143,0.2823130037472296,1,0.13999999999999999,0.22,2.84
2.208,-2.98033267641311,-2.9926410863649586,0.3730260383502089,1,0.15,0.22,2.681427721003422
2.258,-2.976923322306619,-2.9912114823949723,0.42854227872176626,1,0.16,0.22,2.461129722384566
2.308,-2.970452781125801,-2.9879110486041656,0.5168415897102275,1,0.17,0.22,2.1107730952932755
2.358,-2.9673998853459005,-2.9861089773290286,0.5556989720310129,1,0.18000000000000002,0.22,1.9564697425400144
2.408,-2.9612391386379695,-2.9820223008331603,0.6123140925644568,1,0.19000000000000003,0.22,1.7318875429331728
2.458,-2.958170214567922,-2.979823842756262,0.6350751286680403,1,0.20000000000000004,0.22,1.6416367697833145
2.508,-2.951942207654217,-2.975066289115887,0.6687885217193879,1,0.21000000000000005,0.22,1.508133897067359
2.558,-2.94872126663033,-2.9724845425790525,0.6844320275729174,1,0.22000000000000006,0.22,1.4461522635994237
2.608,-2.942772144647912,-2.967523469225859,0.7032590730993076,1,0.23000000000000007,0.22,1.3717693529868795
2.658,-2.9398133074997848,-2.9650019901247124,0.7080178859065641,1,0.24000000000000007,0.22,1.3531472548115204
2.708,-2.9332243259038924,-2.95926600010788,0.7281295890357219,1,0.25000000000000006,0.22,1.2735149393572966
2.758,-2.929392210188315,-2.95579104086036,0.7474243188453723,1,0.26000000000000006,0.22,1.1966867387315916
2.808,-2.921151545123947,-2.947779265049582,0.7987897976087573,1,0.2700000000000001,0.22,0.991497354496617
2.858,-2.916702513927566,-2.9430772476711895,0.8303976886405614,1,0.2800000000000001,0.22,0.8648745282834118
2.908,-2.9086340910399415,-2.933807838737662,0.8900474754203238,1,0.2900000000000001,0.22,0.625256712334314
2.958,-2.9047649439408003,-2.9290167713096698,0.9180867504790556,1,0.3000000000000001,0.22,0.5122959610440037
3.008,-2.8975287314466294,-2.919246426865019,0.9643619588100703,1,0.3100000000000001,0.22,0.32495058618567363
3.058,-2.8937894751125124,-2.9137442780966882,0.9839768069087562,1,0.3200000000000001,0.22,0.24491387348708438
3.108,-2.88655359416473,-2.902630922857383,0.9972908169361366,1,0.3300000000000001,0.22,0.18816575921389544
