System,3wrobotNI
Controller,N_CTRL
dt,0.01
state_init,[-3.         -3.          1.57079633]
is_est_model,False
model_est_stage,1.0
model_est_period_multiplier,1
model_order,5
prob_noise_pow,False
Nactor,3
pred_step_size_multiplier,1.0
buffer_size,10
stage_obj_struct,quadratic
R1_diag,"[1, 10, 1, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,4
gamma,1.0
critic_period_multiplier,1.0
critic_struct,quad-nomix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],stage_obj,accum_obj,v [m/s],omega [rad/s]
0.091,-3.0029980343148988,-2.9969985421795453,-0.0009997599722656137,1,0.01,0.22,2.84
0.1,-3.0029980343148988,-2.9969985421795453,-0.0009997599722656137,1,0.02,0.22,2.84
0.15,-3.0030161068273933,-2.9969985226518747,-0.0010005934324037937,1,0.03,0.22,2.84
0.2,-3.0030164071443863,-2.9969985280680165,-0.001000572538131698,1,0.04,0.22,2.84
0.25,-3.0024087823602263,-2.996997043677963,0.013415129479507154,1,0.05,0.22,2.84
0.3,-3.00163911073963,-2.9969838060761074,0.027605937545768407,1,0.060000000000000005,0.22,2.84
0.35,-2.9998832628228316,-2.9969139305381023,0.05903539146666198,1,0.07,0.22,2.84
0.4,-2.9987331108632476,-2.9968384843227507,0.0787157156225921,1,0.08,0.22,2.84
0.45,-2.9953911472242005,-2.9964961536415045,0.13272836923349396,1,0.09,0.22,2.84
0.5,-2.993080174006471,-2.9961549289312734,0.1690739046382075,1,0.09999999999999999,0.22,2.84
0.55,-2.988102284192551,-2.9951236507590258,0.24735851993977795,1,0.10999999999999999,0.22,2.84
0.6,-2.985494125657983,-2.9944170610278293,0.2888567047951228,1,0.11999999999999998,0.22,2.84
0.652,-2.979752627932116,-2.9924406899975198,0.38108869243897164,1,0.12999999999999998,0.22,2.84
0.7,-2.9763040074705835,-2.9909601689751177,0.4373941669669793,1,0.13999999999999999,0.22,2.84
0.75,-2.968996331596377,-2.9870121029428063,0.5611173005849898,1,0.15,0.22,2.84
0.8,-2.965287843938242,-2.98452458948216,0.6274485350311538,1,0.16,0.22,2.6335920502991286
0.861,-2.958374217639104,-2.9788481835891627,0.7525460433950281,1,0.17,0.22,1.5099744668753372
0.9,-2.951957374550835,-2.972135240087095,0.8652310775767927,1,0.18000000000000002,0.22,0.9663122934007099
0.95,-2.948977517378158,-2.9685249256480875,0.9005130888970604,1,0.19000000000000003,0.22,0.17674765671563364
1.0,-2.9460033442150344,-2.964701327889739,0.9191297825540042,1,0.20000000000000004,0.22,0.007728369390238576
1.05,-2.9403764733069253,-2.9573312273748615,0.9066444269457214,1,0.21000000000000005,0.22,0.11706623268136229
1.1,-2.9371493765315537,-2.9532930631923158,0.8847744312325768,1,0.22000000000000006,0.22,0.3124876687940136
1.152,-2.929831005743594,-2.9446660235756856,0.8512483719238071,1,0.23000000000000007,0.22,0.6119612309658411
1.2,-2.9258702460109625,-2.940195493803686,0.8414073305376307,1,0.24000000000000007,0.22,0.6996562541570398
1.25,-2.9179973043503944,-2.9314973401423363,0.8314976429028168,1,0.25000000000000006,0.22,0.7874348133708976
1.3,-2.9137972806524846,-2.9268805766415023,0.8361044478636532,1,0.26000000000000006,0.22,0.7452609648185179
1.35,-2.9057053240375,-2.9177293486132334,0.8597523890257669,1,0.2700000000000001,0.22,0.530589217004639
1.401,-2.897618225803297,-2.9081253144472368,0.8797978890040399,1,0.2800000000000001,0.22,0.4166911771208771
1.45,-2.8936428833779457,-2.9032940764633928,0.8853696259130129,1,0.2900000000000001,0.22,0.2958352858001351
1.5,-2.8893382251222994,-2.897993092922139,0.892943441615663,1,0.3000000000000001,0.22,0.2258923230576354
1.55,-2.8804842645231203,-2.886800679500334,0.9097942195747609,1,0.3100000000000001,0.22,0.07003248875615231
1.6,-2.8759547384078403,-2.8809333932893364,0.9174659881227669,1,0.3200000000000001,0.22,-0.0014326009071383705
1.65,-2.867793435724708,-2.8701899037484773,0.9199427577371976,1,0.3300000000000001,0.22,-0.02841878053035618
1.7,-2.863358163307955,-2.864386196109726,0.9173474231500555,1,0.34000000000000014,0.22,-0.007561521085870382
1.75,-2.854511992651844,-2.852850273429438,0.9161728302674418,1,0.35000000000000014,0.22,-0.0019318697272667773
1.8,-2.849963552663717,-2.846924355050978,0.9160575938599848,1,0.36000000000000015,0.22,-0.00343920881042159
1.85,-2.841170382937157,-2.835474901084125,0.9152269528385091,1,0.37000000000000016,0.22,-0.0008966980388802614
1.9,-2.8366145921061157,-2.8295521161967447,0.9150731996491043,1,0.38000000000000017,0.22,-0.002065581495397817
1.95,-2.8277646487262516,-2.8180487983548153,0.9149776271478042,1,0.3900000000000002,0.22,-0.0061873050453906675
2.0,-2.823203853967625,-2.812121748182897,0.9149037149950348,1,0.4000000000000002,0.22,-0.008101386094479857
2.05,-2.814343446995232,-2.80061313137817,0.9144182928854191,1,0.4100000000000002,0.22,-0.008759635613071692
2.1,-2.8097751830057183,-2.79468444319701,0.9141303615177238,1,0.4200000000000002,0.22,-0.008765091563290195
2.15,-2.8008995957733096,-2.7831764496011133,0.9135205899142275,1,0.4300000000000002,0.22,-0.008330144359006475
2.2,-2.7963242662040892,-2.7772498340643432,0.9132156156650535,1,0.4400000000000002,0.22,-0.008193815237294455
2.25,-2.787447367610332,-2.765760056696677,0.9127819046432715,1,0.45000000000000023,0.22,-0.009362567162520818
2.3,-2.7828943434501427,-2.759867925665908,0.9126133934615845,1,0.46000000000000024,0.22,-0.010459952795543348
2.35,-2.774038529278239,-2.7484335888002325,0.9112586392183014,1,0.47000000000000025,0.22,-0.003329935598816114
2.4,-2.7694552889675847,-2.742524743427129,0.9109014741669884,1,0.48000000000000026,0.22,-0.002733259835807189
2.45,-2.7605549667805724,-2.7310569043624287,0.9106942649819335,1,0.49000000000000027,0.22,-0.005967626746442356
2.5,-2.7559679359269573,-2.72514841707398,0.9105952485628627,1,0.5000000000000002,0.22,-0.007715869722783264
2.55,-2.7470567820013763,-2.7136763597905453,0.9101232889350953,1,0.5100000000000002,0.22,-0.008612586570639236
2.6,-2.742462445224275,-2.707766471605932,0.9098451014512547,1,0.5200000000000002,0.22,-0.008766940628108122
2.65,-2.73353702941898,-2.6962958532212915,0.9092462156761671,1,0.5300000000000002,0.22,-0.00854963676174636
2.7,-2.7289373805318116,-2.6903900632366384,0.9089541907213841,1,0.5400000000000003,0.22,-0.00859154610813917
2.75,-2.7200341177455893,-2.678963298823788,0.9086918947020418,1,0.5500000000000003,0.22,-0.011419551476537615
2.8,-2.7154616639869547,-2.67310197638393,0.9077809484863365,1,0.5600000000000003,0.22,-0.005886988479600452
2.85,-2.7065308364552174,-2.661677499547277,0.9070486706947652,1,0.5700000000000003,0.22,-0.004486605462668436
2.9,-2.7019231495563263,-2.655787547408655,0.906845327866199,1,0.5800000000000003,0.22,-0.0053411968060099735
2.95,-2.6929737849391646,-2.644353721580722,0.9065107466833361,1,0.5900000000000003,0.22,-0.007562476291787412
3.0,-2.6838806340715573,-2.6327452286119732,0.9060584999795804,1,0.6000000000000003,0.22,-0.008552505526433052
3.05,-2.6793983201849896,-2.6270274771935136,0.9057935016253518,1,0.6100000000000003,0.22,-0.009085351445290435
3.1,-2.6747774894884846,-2.621136523029645,0.9054847080491075,1,0.6200000000000003,0.22,-0.009029850262587846
3.15,-2.665802634484896,-2.6097057824572336,0.9048813829850092,1,0.6300000000000003,0.22,-0.008898742465271114
3.2,-2.661181907704703,-2.6038250654707307,0.9046423711211512,1,0.6400000000000003,0.22,-0.009482813008536484
3.25,-2.652249888339508,-2.5924638912274935,0.903798405539013,1,0.6500000000000004,0.22,-0.007192262661851467
3.3,-2.6476365454343234,-2.586609253238291,0.9031801087851007,1,0.6600000000000004,0.22,-0.004356664796874021
3.35,-2.6386477468036724,-2.5752128457326844,0.9027981885566222,1,0.6700000000000004,0.22,-0.006245867306293729
3.4,-2.63401477342001,-2.5693418380665163,0.9026450486254362,1,0.6800000000000004,0.22,-0.007623341852659227
3.45,-2.6250146289206944,-2.5579435019610886,0.9021732086362685,1,0.6900000000000004,0.22,-0.008747969942257905
3.5,-2.620374562985489,-2.5520716702326833,0.9019013911802162,1,0.7000000000000004,0.22,-0.009077749174936756
3.55,-2.611359397635455,-2.5406737174922376,0.9012798084906938,1,0.7100000000000004,0.22,-0.00888808609936742
3.6,-2.606711708004265,-2.534803421839787,0.9009592751649856,1,0.7200000000000004,0.22,-0.00879425835762726
3.65,-2.5976898006378755,-2.523417982602722,0.9004296095896869,1,0.7300000000000004,0.22,-0.009457398435179787
3.7,-2.5930606263136884,-2.517578460636942,0.9004343667293879,1,0.7400000000000004,0.22,-0.01229825492496528
3.75,-2.5840722647230088,-2.50625681554914,0.8989629815405017,1,0.7500000000000004,0.22,-0.00448626778268868
3.8,-2.57941619037724,-2.500404459657787,0.8985490089684762,1,0.7600000000000005,0.22,-0.0035646106750280016
3.85,-2.5703747679203675,-2.4890481066408374,0.8982742455429565,1,0.7700000000000005,0.22,-0.0065530686697652385
3.9,-2.5657147923988743,-2.4831973110288925,0.8981463986141599,1,0.7800000000000005,0.22,-0.008229564210362694
3.95,-2.5566617190853655,-2.4718377407829695,0.8976380029058302,1,0.7900000000000005,0.22,-0.00916529846189329
4.0,-2.55199413790078,-2.4659859899752257,0.8973421344203888,1,0.8000000000000005,0.22,-0.0093508075549531
4.05,-2.5429258330768576,-2.454628065461546,0.8966996792680788,1,0.8100000000000005,0.22,-0.009113167686054524
4.1,-2.538251829663228,-2.4487797836789973,0.8963834023348637,1,0.8200000000000005,0.22,-0.009129590724873626
4.15,-2.52919807418645,-2.437458573002054,0.8961267731622347,1,0.8300000000000005,0.22,-0.012384506966056863
4.2,-2.5245425368810643,-2.431639404214939,0.895568864202493,1,0.8400000000000005,0.22,-0.010237459877546762
4.25,-2.515483139953462,-2.4203436718776654,0.8943658438255017,1,0.8500000000000005,0.22,-0.004977310762570797
4.3,-2.5108002867027928,-2.414512406252994,0.8940099969431419,1,0.8600000000000005,0.22,-0.00465388541705658
4.35,-2.501705492719625,-2.4031952713970366,0.8936790993537054,1,0.8700000000000006,0.22,-0.007285247022844832
4.4,-2.497017621405768,-2.397364836684005,0.8935116759953298,1,0.8800000000000006,0.22,-0.008681608084863957
4.45,-2.4879100489406283,-2.3860455087584573,0.8929572207012094,1,0.8900000000000006,0.22,-0.009349890956264595
4.5,-2.4832142374929402,-2.3802146862863425,0.8926428728629396,1,0.9000000000000006,0.22,-0.009444904070709859
4.55,-2.474092720053551,-2.3688996674519673,0.8920080519426219,1,0.9100000000000006,0.22,-0.009422959042559187
4.6,-2.469393895344696,-2.3630760060295306,0.8917217538225485,1,0.9200000000000006,0.22,-0.009785524488796105
4.65,-2.460301195120219,-2.351810790137248,0.8912807329597123,1,0.9300000000000006,0.22,-0.011531209308847767
4.7,-2.4556269076770016,-2.3460298259689787,0.8903968714536812,1,0.9400000000000006,0.22,-0.006510418006689056
4.75,-2.4464926591551297,-2.3347522896359587,0.8897622411363663,1,0.9500000000000006,0.22,-0.006525667737764751
4.8,-2.441783295500473,-2.328942234128856,0.8895338227287942,1,0.9600000000000006,0.22,-0.00743188808822115
4.85,-2.4326350037667432,-2.317663630304971,0.8890581776683275,1,0.9700000000000006,0.22,-0.008924548035045055
4.9,-2.42791869999188,-2.3118535730698535,0.888792749284925,1,0.9800000000000006,0.22,-0.009521300475316963
4.95,-2.418755318366261,-2.300575445629267,0.8881497562256098,1,0.9900000000000007,0.22,-0.009549571489611441
5.0,-2.414030876000218,-2.294766662928867,0.8878095106682891,1,1.0000000000000007,0.22,-0.009491563667241243
5.05,-2.4048571788584105,-2.283498373201406,0.8872068791927943,1,1.0100000000000007,0.22,-0.009914634450844062
5.1,-2.400145880285818,-2.277714830268079,0.8871587396425861,1,1.0200000000000007,0.22,-0.012495886420340163
