System,3wrobotNI
Controller,MPC
dt,0.4
state_init,[-3.         -3.          1.57079633]
is_est_model,False
model_est_stage,1.0
model_est_period_multiplier,1
model_order,5
prob_noise_pow,False
Nactor,3
pred_step_size_multiplier,12.0
buffer_size,10
stage_obj_struct,quadratic
R1_diag,"[1, 10, 1, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,4
gamma,1.0
critic_period_multiplier,1.0
critic_struct,quad-nomix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],stage_obj,accum_obj,v [m/s],omega [rad/s]
0.05028057098388672,0.0,0.0,0.0,0.0,0.0,-0.22,-0.5
0.15017461776733398,-1.000830118288633,0.999336285629146,-3.82084325625336,25.587234232281,10.2348936929124,-0.22,-0.5
0.20029616355895996,-1.000830118288633,0.999336285629146,-3.8208273142381133,25.587112408652253,20.469738656373302,-0.22,-0.5
0.2503054141998291,-1.000830118288633,0.999336285629146,-3.8208273142381133,25.587112408652253,30.704583619834203,-0.22,-0.5
0.30029821395874023,-1.000830118288633,0.999336285629146,-3.8208273142381133,25.587112408652253,40.939428583295104,-0.22,-0.5
0.3503236770629883,-0.9961340715573467,0.995523082036239,-3.827195732163444,25.550372329476822,51.159577515085836,-0.22,-0.5
0.400221586227417,-0.987441638699676,0.9883208630571959,-3.8406947331997445,25.493758307007365,61.35708083788878,-0.22,0.8032529479045054
0.4509751796722412,-0.9830971131766532,0.9846388760267224,-3.8485725620861526,25.473127861410312,71.5463319824529,-0.22,0.8032529479045054
0.5002970695495605,-0.9773285187707021,0.979662419729485,-3.8582333016445736,25.438519809824015,81.72173990638251,-0.22,0.8032529479045054
0.5503146648406982,-0.9730428235986971,0.9759121189531295,-3.8626964640222807,25.391280948923026,91.87825228595172,-0.22,0.8032529479045054
0.6002953052520752,-0.9730428235986971,0.9759121189531295,-3.8626964640222807,25.391280948923026,102.03476466552092,-0.22,0.8032529479045054
0.6503109931945801,-0.9730428235986971,0.9759121189531295,-3.8626964640222807,25.391280948923026,112.19127704509013,-0.22,0.8032529479045054
0.7002859115600586,-0.9494702143909666,0.9552298238221982,-3.848758984083706,24.83907956877455,122.12690887259996,-0.22,0.8032529479045054
0.7503151893615723,-0.942386735971083,0.949259843733905,-3.8350287244087324,24.60648058643148,131.96950110717256,-0.22,0.8032529479045054
0.8002662658691406,-0.9319696474569483,0.9408485445392929,-3.8063624469401534,24.208922338874316,141.65307004272228,-0.22,0.8031035195791575
0.8503081798553467,-0.9319696474569483,0.9408485445392929,-3.8063624469401534,24.208922338874316,151.336638978272,-0.22,0.8031035195791575
0.9003105163574219,-0.9274024027211386,0.9373211007004981,-3.7921097979753364,24.02588039465742,160.94699113613495,-0.22,0.8031035195791575
0.9503209590911865,-0.9274024027211386,0.9373211007004981,-3.7921097979753364,24.02588039465742,170.55734329399792,-0.22,0.8031035195791575
1.0002827644348145,-0.9274024027211386,0.9373211007004981,-3.7921097979753364,24.02588039465742,180.16769545186088,-0.22,0.8031035195791575
1.0502333641052246,-0.8977058851463356,0.9162897552979602,-3.7227543043742157,23.060644623603075,189.39195330130212,-0.22,0.8031035195791575
1.1004059314727783,-0.8977058851463356,0.9162897552979602,-3.7227543043742157,23.060644623603075,198.61621115074337,-0.22,0.8031035195791575
1.1502196788787842,-0.8862853814660758,0.9090146606629372,-3.693497476642505,22.690501920366565,207.69241191889,-0.22,0.8031035195791575
1.2003047466278076,-0.8737206376304025,0.9015218920143435,-3.6654890232433033,22.32661474994964,216.62305781886985,-0.22,0.7876278487865125
1.2502448558807373,-0.8737206376304025,0.9015218920143435,-3.6654890232433033,22.32661474994964,225.5537037188497,-0.22,0.7876278487865125
1.3002979755401611,-0.8737206376304025,0.9015218920143435,-3.6654890232433033,22.32661474994964,234.48434961882955,-0.22,0.7876278487865125
1.3502891063690186,-0.8737206376304025,0.9015218920143435,-3.6654890232433033,22.32661474994964,243.4149955188094,-0.22,0.7876278487865125
1.400322437286377,-0.8496020799441246,0.8883952673470643,-3.61266263859027,21.665616544958013,252.0812421367926,-0.22,0.7876278487865125
1.4503345489501953,-0.8443103309154905,0.8857352422502603,-3.602091320555478,21.533191010153004,260.69451854085384,-0.22,0.7876278487865125
1.5002849102020264,-0.83656481792825,0.8819850423499397,-3.582912037619078,21.31607551320127,269.22094874613435,-0.22,0.7876278487865125
1.5503289699554443,-0.8238499892450986,0.8761947173136558,-3.556806994720323,21.006776628954135,277.623659397716,-0.22,0.7876278487865125
1.60036039352417,-0.8238499892450986,0.8761947173136558,-3.556806994720323,21.006776628954135,286.0263700492976,-0.22,0.7763972512006285
1.6503593921661377,-0.8238499892450986,0.8761947173136558,-3.556806994720323,21.006776628954135,294.42908070087924,-0.22,0.7763972512006285
1.7003114223480225,-0.8238499892450986,0.8761947173136558,-3.556806994720323,21.006776628954135,302.83179135246087,-0.22,0.7763972512006285
1.7503185272216797,-0.7979118510331609,0.8655391863609192,-3.506969869906035,20.427081821711138,311.0026240811453,-0.22,0.7763972512006285
1.8003573417663574,-0.7842548319426685,0.8605851572422281,-3.4714289710541903,20.071942871156082,319.03140122960775,-0.22,0.7763972512006285
1.8503303527832031,-0.7786368804855789,0.8587097892831649,-3.456126246919306,19.924909048404217,327.00136484896944,-0.22,0.7763972512006285
1.900359869003296,-0.7713734138201942,0.8564111229693818,-3.4400534892292827,19.76338506776396,334.90671887607505,-0.22,0.7763972512006285
1.95033597946167,-0.7713734138201942,0.8564111229693818,-3.4400534892292827,19.76338506776396,342.81207290318065,-0.22,0.7763972512006285
2.000300884246826,-0.7713734138201942,0.8564111229693818,-3.4400534892292827,19.76338506776396,350.71742693028625,-0.22,0.7763972512006285
2.0502877235412598,-0.7372670294605302,0.8472049392542715,-3.3701405155840964,19.07897185847933,358.34901567367797,-0.22,0.5695621800408764
2.1002683639526367,-0.730255069010222,0.8456227889376575,-3.356886321413209,18.95273725241325,365.93011057464327,-0.22,0.5695621800408764
2.1502983570098877,-0.730255069010222,0.8456227889376575,-3.356886321413209,18.95273725241325,373.51120547560856,-0.22,0.5695621800408764
2.2002854347229004,-0.7159234122481377,0.8426868255095086,-3.3315008424079604,18.712655054042898,380.99626749722574,-0.22,0.5695621800408764
2.250242233276367,-0.7099273932339285,0.8415660109311334,-3.32127398544979,18.617191297634857,388.4431440162797,-0.22,0.5695621800408764
2.3003084659576416,-0.7099273932339285,0.8415660109311334,-3.32127398544979,18.617191297634857,395.89002053533363,-0.22,0.5695621800408764
2.3503246307373047,-0.7099273932339285,0.8415660109311334,-3.32127398544979,18.617191297634857,403.3368970543876,-0.22,0.5695621800408764
2.400315046310425,-0.7099273932339285,0.8415660109311334,-3.32127398544979,18.617191297634857,410.7837735734415,-0.22,0.5695621800408764
2.4502651691436768,-0.6699280179926442,0.8354324316075274,-3.266307035695182,18.097038678540063,418.02258904485757,-0.22,0.5695621800408764
2.5002481937408447,-0.6557503783371603,0.8337672212690977,-3.249502058365275,17.940949978637413,425.1989690363125,-0.18683347048369364,0.4988779489404915
2.550344467163086,-0.6557503783371603,0.8337672212690977,-3.249502058365275,17.940949978637413,432.37534902776747,-0.18683347048369364,0.4988779489404915
2.600321054458618,-0.6494572096169036,0.8331072383575875,-3.2426631900411813,17.877335937209487,439.52628340265125,-0.18683347048369364,0.4988779489404915
2.650324583053589,-0.6403348976662474,0.8322502499784517,-3.2278622912049784,17.75552853804425,446.62849481786895,-0.18683347048369364,0.4988779489404915
2.7003092765808105,-0.6403348976662474,0.8322502499784517,-3.2278622912049784,17.75552853804425,453.73070623308666,-0.18683347048369364,0.4988779489404915
2.7502846717834473,-0.6403348976662474,0.8322502499784517,-3.2278622912049784,17.75552853804425,460.8329176483044,-0.18683347048369364,0.4988779489404915
2.8002982139587402,-0.6107565813274364,0.8304056001145748,-3.1787736781416513,17.37336030549745,467.78226177050334,-0.18683347048369364,0.4988779489404915
2.8502414226531982,-0.5972704874329072,0.8300658938346994,-3.155642353176801,17.204904577397546,474.66422360146237,-0.18683347048369364,0.4988779489404915
2.9003095626831055,-0.5914239162150507,0.830016711704539,-3.1443649022972737,17.126090304558247,481.51465972328566,0.04167265547967397,-0.7073042699057651
2.9503533840179443,-0.5825907051666778,0.8300808768988004,-3.124291686809582,16.990953095944885,488.3110409616636,0.04167265547967397,-0.7073042699057651
3.000319004058838,-0.576593785259305,0.8302239352275428,-3.1111923118794804,16.90469582094471,495.07291929004145,0.04167265547967397,-0.7073042699057651
3.0503246784210205,-0.576593785259305,0.8302239352275428,-3.1111923118794804,16.90469582094471,501.8347976184193,0.04167265547967397,-0.7073042699057651
3.100318670272827,-0.576593785259305,0.8302239352275428,-3.1111923118794804,16.90469582094471,508.5966759467972,0.04167265547967397,-0.7073042699057651
