System,3wrobotNI
Controller,MPC
dt,0.1
state_init,[-3.         -3.          1.57079633]
is_est_model,False
model_est_stage,1.0
model_est_period_multiplier,1
model_order,5
prob_noise_pow,False
Nactor,3
pred_step_size_multiplier,1.0
buffer_size,10
stage_obj_struct,quadratic
R1_diag,"[1, 10, 1, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,4
gamma,1.0
critic_period_multiplier,1.0
critic_struct,quad-nomix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],stage_obj,accum_obj,v [m/s],omega [rad/s]
58.279,-1.0007625729411347,0.9992283251982633,-1.5694817508813945,13.449372065457414,1.3449372065457414,0.22,-2.84
58.313,-1.0007625729411347,0.9992283251982633,-1.5694817508813945,13.449371152534749,2.6898743217992163,0.22,-2.84
58.363,-1.000762553957555,0.9992283284473986,-1.5694814514637774,13.449370239610316,4.034811345760248,0.22,-2.84
58.413,-1.0007625154150062,0.9992283350441697,-1.56948084355318,13.449368386091608,5.37974818436941,0.22,2.84
58.463,-1.0007624964312989,0.9992283382933463,-1.5694805441334931,13.449367473161793,6.724684931685589,0.22,2.84
58.513,-1.0007612647646376,0.9986096668804911,-1.5543006696820123,13.389586348698924,8.06364356655548,0.22,2.84
58.563,-1.0007462827513995,0.9978663354205194,-1.5404884782917418,13.331970107846116,9.396840577340093,0.22,2.84
58.613,-1.0006764862555402,0.9961988458999655,-1.5102031698098926,13.206188449972815,10.717459422337374,0.22,2.84
58.663,-1.000605510333567,0.9951319375952113,-1.4917978748836358,13.129548019037227,12.030414224241097,0.22,2.84
58.713,-1.0002676814274178,0.9918346147695902,-1.4383153482423732,12.906645506049175,13.321078774846015,0.22,2.84
58.763,-0.9999461502396827,0.9896390627682592,-1.4037197303895066,12.764176130432338,14.59749638788925,0.22,2.84
58.813,-0.9989322514498428,0.9846910096126607,-1.3257945656587355,12.451760717436896,15.842672459632938,0.22,2.84
58.87,-0.9982684728250014,0.9822080541534687,-1.286256941151208,12.298323478935455,17.072504807526485,0.22,2.84
58.913,-0.9963186904150596,0.9764635281828218,-1.1940037610972594,11.953106133097224,18.267815420836207,0.22,2.84
58.963,-0.9931069758875051,0.9694733002161778,-1.0788210552481243,11.548901133123575,19.422705534148566,0.22,2.84
59.013,-0.9910088515648696,0.9658029706715935,-1.0159368589593374,11.341980026852834,20.55690353683385,0.22,2.84
59.063,-0.9859433454447362,0.9586551083333882,-0.8857025780591391,10.946749504544366,21.651578487288287,0.22,2.84
59.113,-0.9829142551010732,0.9551714310818565,-0.8173260849902025,10.75766698963593,22.72734518625188,0.22,2.84
59.163,-0.9793754249836322,0.951642357918299,-0.7435708152743532,10.568305554232635,23.784175741675146,0.22,2.84
59.213,-0.9651970649604145,0.9415389578560467,-0.4875681659092581,10.196601425010483,24.803835884176195,0.22,2.84
59.263,-0.9651970649604145,0.9415389578560467,-0.4875681659092581,10.034284182222821,25.807264302398476,0.22,2.84
